image_path,label,category,description
train/low_0110.png,0,letter_text,Letter with text only - no logo
train/low_0111.png,0,letter_text,Letter with text only - no logo
train/low_0112.png,0,text_list,Text list with simple bullets - no graphics
train/low_0113.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0114.png,0,text_list,Text list with simple bullets - no graphics
train/low_0115.png,0,text_list,Text list with simple bullets - no graphics
train/low_0116.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0117.png,0,text_list,Text list with simple bullets - no graphics
train/low_0118.png,0,letter_text,Letter with text only - no logo
train/low_0119.png,0,letter_text,Letter with text only - no logo
train/low_0120.png,0,letter_text,Letter with text only - no logo
train/low_0121.png,0,text_list,Text list with simple bullets - no graphics
train/low_0122.png,0,letter_text,Letter with text only - no logo
train/low_0123.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0124.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0125.png,0,text_list,Text list with simple bullets - no graphics
train/low_0126.png,0,text_list,Text list with simple bullets - no graphics
train/low_0127.png,0,letter_text,Letter with text only - no logo
train/low_0128.png,0,letter_text,Letter with text only - no logo
train/low_0129.png,0,text_list,Text list with simple bullets - no graphics
train/low_0130.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0131.png,0,text_list,Text list with simple bullets - no graphics
train/low_0132.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0133.png,0,letter_text,Letter with text only - no logo
train/low_0134.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0135.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0136.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0137.png,0,pure_text,Pure text paragraphs - NO graphics
train/low_0138.png,0,letter_text,Letter with text only - no logo
train/low_0139.png,0,pure_text,Pure text paragraphs - NO graphics
train/high_0000.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0001.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0002.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0003.png,1,bar_chart_axes,Bar chart with axes
train/high_0004.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0005.png,1,bar_chart_axes,Bar chart with axes
train/high_0006.png,1,bar_chart_axes,Bar chart with axes
train/high_0007.png,1,bar_chart_axes,Bar chart with axes
train/high_0008.png,1,bar_chart_axes,Bar chart with axes
train/high_0009.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0010.png,1,bar_chart_axes,Bar chart with axes
train/high_0011.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0012.png,1,bar_chart_axes,Bar chart with axes
train/high_0013.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0014.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0015.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0016.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0017.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0018.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0019.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0020.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0021.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0022.png,1,bar_chart_axes,Bar chart with axes
train/high_0023.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0024.png,1,bar_chart_axes,Bar chart with axes
train/high_0025.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0026.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0027.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0028.png,1,bar_chart_axes,Bar chart with axes
train/high_0029.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0030.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0031.png,1,bar_chart_axes,Bar chart with axes
train/high_0032.png,1,bar_chart_axes,Bar chart with axes
train/high_0033.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0034.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0035.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0036.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0037.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0038.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0039.png,1,bar_chart_axes,Bar chart with axes
train/high_0040.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0041.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0042.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0043.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0044.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0045.png,1,bar_chart_axes,Bar chart with axes
train/high_0046.png,1,bar_chart_axes,Bar chart with axes
train/high_0047.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0048.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0049.png,1,bar_chart_axes,Bar chart with axes
train/high_0050.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0051.png,1,bar_chart_axes,Bar chart with axes
train/high_0052.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0053.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0054.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0055.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0056.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0057.png,1,bar_chart_axes,Bar chart with axes
train/high_0058.png,1,bar_chart_axes,Bar chart with axes
train/high_0059.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0060.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0061.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0062.png,1,bar_chart_axes,Bar chart with axes
train/high_0063.png,1,technical_diagram,Technical diagram with components
train/high_0064.png,1,technical_diagram,Technical diagram with components
train/high_0065.png,1,technical_diagram,Technical diagram with components
train/high_0066.png,1,technical_diagram,Technical diagram with components
train/high_0067.png,1,technical_diagram,Technical diagram with components
train/high_0068.png,1,technical_diagram,Technical diagram with components
train/high_0069.png,1,technical_diagram,Technical diagram with components
train/high_0070.png,1,technical_diagram,Technical diagram with components
train/high_0071.png,1,technical_diagram,Technical diagram with components
train/high_0072.png,1,technical_diagram,Technical diagram with components
train/high_0073.png,1,technical_diagram,Technical diagram with components
train/high_0074.png,1,technical_diagram,Technical diagram with components
train/high_0075.png,1,technical_diagram,Technical diagram with components
train/high_0076.png,1,technical_diagram,Technical diagram with components
train/high_0077.png,1,technical_diagram,Technical diagram with components
train/high_0078.png,1,technical_diagram,Technical diagram with components
train/high_0079.png,1,technical_diagram,Technical diagram with components
train/high_0080.png,1,technical_diagram,Technical diagram with components
train/high_0081.png,1,technical_diagram,Technical diagram with components
train/high_0082.png,1,technical_diagram,Technical diagram with components
train/high_0083.png,1,technical_diagram,Technical diagram with components
train/high_0084.png,1,technical_diagram,Technical diagram with components
train/high_0085.png,1,technical_diagram,Technical diagram with components
train/high_0086.png,1,technical_diagram,Technical diagram with components
train/high_0087.png,1,technical_diagram,Technical diagram with components
train/high_0088.png,1,technical_diagram,Technical diagram with components
train/high_0089.png,1,technical_diagram,Technical diagram with components
train/high_0090.png,1,technical_diagram,Technical diagram with components
train/high_0091.png,1,technical_diagram,Technical diagram with components
train/high_0092.png,1,technical_diagram,Technical diagram with components
train/high_0093.png,1,technical_diagram,Technical diagram with components
train/high_0094.png,1,technical_diagram,Technical diagram with components
train/high_0095.png,1,technical_diagram,Technical diagram with components
train/high_0096.png,1,technical_diagram,Technical diagram with components
train/high_0097.png,1,technical_diagram,Technical diagram with components
train/high_0098.png,1,technical_diagram,Technical diagram with components
train/high_0099.png,1,technical_diagram,Technical diagram with components
train/high_0100.png,1,technical_diagram,Technical diagram with components
train/high_0101.png,1,technical_diagram,Technical diagram with components
train/high_0102.png,1,technical_diagram,Technical diagram with components
train/high_0103.png,1,technical_diagram,Technical diagram with components
train/high_0104.png,1,technical_diagram,Technical diagram with components
train/high_0105.png,1,map_grid,Map with coordinate grid
train/high_0106.png,1,map_grid,Map with coordinate grid
train/high_0107.png,1,map_grid,Map with coordinate grid
train/high_0108.png,1,map_grid,Map with coordinate grid
train/high_0109.png,1,map_grid,Map with coordinate grid
train/high_0110.png,1,map_grid,Map with coordinate grid
train/high_0111.png,1,map_grid,Map with coordinate grid
train/high_0112.png,1,map_grid,Map with coordinate grid
train/high_0113.png,1,map_grid,Map with coordinate grid
train/high_0114.png,1,map_grid,Map with coordinate grid
train/high_0115.png,1,map_grid,Map with coordinate grid
train/high_0116.png,1,map_grid,Map with coordinate grid
train/high_0117.png,1,map_grid,Map with coordinate grid
train/high_0118.png,1,map_grid,Map with coordinate grid
train/high_0119.png,1,map_grid,Map with coordinate grid
train/high_0120.png,1,map_grid,Map with coordinate grid
train/high_0121.png,1,map_grid,Map with coordinate grid
train/high_0122.png,1,map_grid,Map with coordinate grid
train/high_0123.png,1,map_grid,Map with coordinate grid
train/high_0124.png,1,map_grid,Map with coordinate grid
train/high_0125.png,1,map_grid,Map with coordinate grid
train/high_0126.png,1,map_grid,Map with coordinate grid
train/high_0127.png,1,map_grid,Map with coordinate grid
train/high_0128.png,1,map_grid,Map with coordinate grid
train/high_0129.png,1,map_grid,Map with coordinate grid
train/high_0130.png,1,map_grid,Map with coordinate grid
train/high_0131.png,1,map_grid,Map with coordinate grid
train/high_0132.png,1,map_grid,Map with coordinate grid
train/high_0133.png,1,map_grid,Map with coordinate grid
train/high_0134.png,1,map_grid,Map with coordinate grid
train/high_0135.png,1,map_grid,Map with coordinate grid
train/high_0136.png,1,data_table,Data table with grid
train/high_0137.png,1,data_table,Data table with grid
train/high_0138.png,1,data_table,Data table with grid
train/high_0139.png,1,data_table,Data table with grid
train/high_0140.png,1,data_table,Data table with grid
train/high_0141.png,1,data_table,Data table with grid
train/high_0142.png,1,data_table,Data table with grid
train/high_0143.png,1,data_table,Data table with grid
train/high_0144.png,1,data_table,Data table with grid
train/high_0145.png,1,data_table,Data table with grid
train/high_0146.png,1,data_table,Data table with grid
train/high_0147.png,1,data_table,Data table with grid
train/high_0148.png,1,data_table,Data table with grid
train/high_0149.png,1,data_table,Data table with grid
train/high_0150.png,1,data_table,Data table with grid
train/high_0151.png,1,data_table,Data table with grid
train/high_0152.png,1,data_table,Data table with grid
train/high_0153.png,1,data_table,Data table with grid
train/high_0154.png,1,data_table,Data table with grid
train/high_0155.png,1,data_table,Data table with grid
train/high_0156.png,1,data_table,Data table with grid
train/high_0157.png,1,data_table,Data table with grid
train/high_0158.png,1,data_table,Data table with grid
train/high_0159.png,1,data_table,Data table with grid
train/high_0160.png,1,data_table,Data table with grid
train/high_0161.png,1,data_table,Data table with grid
train/high_0162.png,1,data_table,Data table with grid
train/high_0163.png,1,data_table,Data table with grid
train/high_0164.png,1,data_table,Data table with grid
train/high_0165.png,1,data_table,Data table with grid
train/high_0166.png,1,data_table,Data table with grid
train/high_0167.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0168.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0169.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0170.png,1,bar_chart_axes,Bar chart with axes
train/high_0171.png,1,bar_chart_axes,Bar chart with axes
train/high_0172.png,1,map_grid,Map with coordinate grid
train/high_0173.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0174.png,1,bar_chart_axes,Bar chart with axes
train/high_0175.png,1,data_table,Data table with grid
train/high_0176.png,1,data_table,Data table with grid
train/high_0177.png,1,bar_chart_axes,Bar chart with axes
train/high_0178.png,1,bar_chart_axes,Bar chart with axes
train/high_0179.png,1,map_grid,Map with coordinate grid
train/high_0180.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
train/high_0181.png,1,bar_chart_axes,Bar chart with axes
train/high_0182.png,1,map_grid,Map with coordinate grid
train/high_0183.png,1,bar_chart_axes,Bar chart with axes
train/high_0184.png,1,technical_diagram,Technical diagram with components
train/high_0185.png,1,bar_chart_axes,Bar chart with axes
train/high_0186.png,1,data_table,Data table with grid
train/high_0187.png,1,data_table,Data table with grid
train/high_0188.png,1,bar_chart_axes,Bar chart with axes
train/high_0189.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0190.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0191.png,1,map_grid,Map with coordinate grid
train/high_0192.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0193.png,1,technical_diagram,Technical diagram with components
train/high_0194.png,1,bar_chart_axes,Bar chart with axes
train/high_0195.png,1,bar_chart_axes,Bar chart with axes
train/high_0196.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0197.png,1,bar_chart_axes,Bar chart with axes
train/high_0198.png,1,bar_chart_axes,Bar chart with axes
train/high_0199.png,1,bar_chart_axes,Bar chart with axes
train/high_0200.png,1,bar_chart_axes,Bar chart with axes
train/high_0201.png,1,technical_diagram,Technical diagram with components
train/high_0202.png,1,map_grid,Map with coordinate grid
train/high_0203.png,1,scatter_plot_axes,Scatter plot with axes
train/high_0204.png,1,bar_chart_axes,Bar chart with axes
train/high_0205.png,1,data_table,Data table with grid
train/high_0206.png,1,bar_chart_axes,Bar chart with axes
train/high_0207.png,1,technical_diagram,Technical diagram with components
train/high_0208.png,1,technical_diagram,Technical diagram with components
train/high_0209.png,1,technical_diagram,Technical diagram with components
val/low_0000.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0001.png,0,text_list,Text list with simple bullets - no graphics
val/low_0002.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0003.png,0,letter_text,Letter with text only - no logo
val/low_0004.png,0,text_list,Text list with simple bullets - no graphics
val/low_0005.png,0,text_list,Text list with simple bullets - no graphics
val/low_0006.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0007.png,0,text_list,Text list with simple bullets - no graphics
val/low_0008.png,0,letter_text,Letter with text only - no logo
val/low_0009.png,0,text_list,Text list with simple bullets - no graphics
val/low_0010.png,0,text_list,Text list with simple bullets - no graphics
val/low_0011.png,0,text_list,Text list with simple bullets - no graphics
val/low_0012.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0013.png,0,letter_text,Letter with text only - no logo
val/low_0014.png,0,letter_text,Letter with text only - no logo
val/low_0015.png,0,text_list,Text list with simple bullets - no graphics
val/low_0016.png,0,letter_text,Letter with text only - no logo
val/low_0017.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0018.png,0,text_list,Text list with simple bullets - no graphics
val/low_0019.png,0,text_list,Text list with simple bullets - no graphics
val/low_0020.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0021.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0022.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0023.png,0,pure_text,Pure text paragraphs - NO graphics
val/low_0024.png,0,letter_text,Letter with text only - no logo
val/low_0025.png,0,letter_text,Letter with text only - no logo
val/low_0026.png,0,letter_text,Letter with text only - no logo
val/low_0027.png,0,letter_text,Letter with text only - no logo
val/low_0028.png,0,text_list,Text list with simple bullets - no graphics
val/low_0029.png,0,letter_text,Letter with text only - no logo
val/high_0000.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
val/high_0001.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0002.png,1,bar_chart_axes,Bar chart with axes
val/high_0003.png,1,bar_chart_axes,Bar chart with axes
val/high_0004.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
val/high_0005.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
val/high_0006.png,1,bar_chart_axes,Bar chart with axes
val/high_0007.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0008.png,1,bar_chart_axes,Bar chart with axes
val/high_0009.png,1,bar_chart_axes,Bar chart with axes
val/high_0010.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0011.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0012.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0013.png,1,technical_diagram,Technical diagram with components
val/high_0014.png,1,technical_diagram,Technical diagram with components
val/high_0015.png,1,technical_diagram,Technical diagram with components
val/high_0016.png,1,technical_diagram,Technical diagram with components
val/high_0017.png,1,technical_diagram,Technical diagram with components
val/high_0018.png,1,technical_diagram,Technical diagram with components
val/high_0019.png,1,technical_diagram,Technical diagram with components
val/high_0020.png,1,technical_diagram,Technical diagram with components
val/high_0021.png,1,technical_diagram,Technical diagram with components
val/high_0022.png,1,map_grid,Map with coordinate grid
val/high_0023.png,1,map_grid,Map with coordinate grid
val/high_0024.png,1,map_grid,Map with coordinate grid
val/high_0025.png,1,map_grid,Map with coordinate grid
val/high_0026.png,1,map_grid,Map with coordinate grid
val/high_0027.png,1,map_grid,Map with coordinate grid
val/high_0028.png,1,data_table,Data table with grid
val/high_0029.png,1,data_table,Data table with grid
val/high_0030.png,1,data_table,Data table with grid
val/high_0031.png,1,data_table,Data table with grid
val/high_0032.png,1,data_table,Data table with grid
val/high_0033.png,1,data_table,Data table with grid
val/high_0034.png,1,technical_diagram,Technical diagram with components
val/high_0035.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
val/high_0036.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
val/high_0037.png,1,technical_diagram,Technical diagram with components
val/high_0038.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0039.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0040.png,1,scatter_plot_axes,Scatter plot with axes
val/high_0041.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
val/high_0042.png,1,map_grid,Map with coordinate grid
val/high_0043.png,1,map_grid,Map with coordinate grid
val/high_0044.png,1,scatter_plot_axes,Scatter plot with axes
test/low_0000.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0001.png,0,text_list,Text list with simple bullets - no graphics
test/low_0002.png,0,text_list,Text list with simple bullets - no graphics
test/low_0003.png,0,text_list,Text list with simple bullets - no graphics
test/low_0004.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0005.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0006.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0007.png,0,letter_text,Letter with text only - no logo
test/low_0008.png,0,letter_text,Letter with text only - no logo
test/low_0009.png,0,letter_text,Letter with text only - no logo
test/low_0010.png,0,text_list,Text list with simple bullets - no graphics
test/low_0011.png,0,letter_text,Letter with text only - no logo
test/low_0012.png,0,letter_text,Letter with text only - no logo
test/low_0013.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0014.png,0,text_list,Text list with simple bullets - no graphics
test/low_0015.png,0,text_list,Text list with simple bullets - no graphics
test/low_0016.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0017.png,0,letter_text,Letter with text only - no logo
test/low_0018.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0019.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0020.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0021.png,0,text_list,Text list with simple bullets - no graphics
test/low_0022.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0023.png,0,letter_text,Letter with text only - no logo
test/low_0024.png,0,text_list,Text list with simple bullets - no graphics
test/low_0025.png,0,text_list,Text list with simple bullets - no graphics
test/low_0026.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0027.png,0,pure_text,Pure text paragraphs - NO graphics
test/low_0028.png,0,letter_text,Letter with text only - no logo
test/low_0029.png,0,pure_text,Pure text paragraphs - NO graphics
test/high_0000.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0001.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0002.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
test/high_0003.png,1,bar_chart_axes,Bar chart with axes
test/high_0004.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0005.png,1,bar_chart_axes,Bar chart with axes
test/high_0006.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0007.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
test/high_0008.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0009.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0010.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0011.png,1,scatter_plot_axes,Scatter plot with axes
test/high_0012.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
test/high_0013.png,1,technical_diagram,Technical diagram with components
test/high_0014.png,1,technical_diagram,Technical diagram with components
test/high_0015.png,1,technical_diagram,Technical diagram with components
test/high_0016.png,1,technical_diagram,Technical diagram with components
test/high_0017.png,1,technical_diagram,Technical diagram with components
test/high_0018.png,1,technical_diagram,Technical diagram with components
test/high_0019.png,1,technical_diagram,Technical diagram with components
test/high_0020.png,1,technical_diagram,Technical diagram with components
test/high_0021.png,1,technical_diagram,Technical diagram with components
test/high_0022.png,1,map_grid,Map with coordinate grid
test/high_0023.png,1,map_grid,Map with coordinate grid
test/high_0024.png,1,map_grid,Map with coordinate grid
test/high_0025.png,1,map_grid,Map with coordinate grid
test/high_0026.png,1,map_grid,Map with coordinate grid
test/high_0027.png,1,map_grid,Map with coordinate grid
test/high_0028.png,1,data_table,Data table with grid
